"Player","Pick","Age","Team","3PM","3P%","FTM","FTA","FT%","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGM/40","FGA/40","FG%/40","3PA/40","3P%/40","FTM/40","FTA/40","FT%/40","TOV/40","PF/40","ORB/40","DRB/40","REB/40","AST/40","STL/40","BLK/40","PTS/40","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER"
"Nemanja Nedovic",30,22,"",1.3,0.392,1.6,2.1,0.766,2,2,0.5,1.9,2.4,3,1.1,0.2,7,15.8,0.441,6.2,0.392,2.9,3.8,0.766,3.6,3.7,0.9,3.5,4.4,5.4,2,0.4,19.3,0.552,0.518,159.9,2.8,12.5,7.3,26.9,17.2,2.8,1.1,25,0,1.2,107.8,101.8,6,294,16.9
"Raulzinho Neto",47,21,"GBC",0.7,0.39,1.7,2.1,0.792,1.8,2.5,0.4,1.9,2.4,2.9,1,0.1,5,10.9,0.461,2.8,0.39,2.7,3.5,0.792,2.9,4.1,0.7,3.1,3.8,4.7,1.7,0.1,13.9,0.558,0.511,164.2,2.3,11.2,6.4,22.4,19,2.3,0.4,18.5,0.6,1.3,107.8,112.7,-4.9,189.2,13.4
"Rudy Gobert",27,21,"",0,0,1.8,2.5,0.697,1.4,2.1,1.9,3.1,5,0.4,0.7,1.7,5.9,8.1,0.725,0.2,0,3.3,4.7,0.697,2.5,3.9,3.5,5.8,9.4,0.7,1.2,3.2,15.1,0.739,0.725,142.3,11.3,19.4,15.2,3.1,20,1.8,7.6,16,-5.5,1.9,124.8,101.2,23.6,253.2,20.5
"Sergey Karasev",19,19,"",1.8,0.373,4.5,5.2,0.851,1.9,2.9,0.8,3.4,4.3,2.1,0.8,0.3,6.5,15.3,0.423,6.3,0.373,5.7,6.7,0.851,2.4,3.7,1.1,4.4,5.5,2.7,1,0.4,21.1,0.576,0.5,164.8,3.2,14.6,8.7,12.7,11.5,1.3,1,24.5,-1.5,1.4,115.1,107.1,8,356.9,17.2
"Alex Len",5,20,"UMD",0,0.125,2.8,4,0.686,1.6,2.6,2.9,5,7.8,1,0.2,2.1,6.9,12.9,0.534,0.3,0.125,4.2,6.1,0.686,2.4,4,4.3,7.5,11.9,1.5,0.3,3.1,18,0.57,0.535,134.5,13.2,19.4,16.5,7.8,13.1,0.5,8,22.8,-3.5,1.4,116.2,91.8,24.4,415.4,23
"Alex Oriakhi",57,23,"MU",0,0,3.1,4.2,0.746,1.4,2.3,3.1,5.3,8.4,0.4,0.6,1.6,6.3,9.8,0.639,0,0,4.8,6.5,0.746,2.1,3.6,4.8,8.2,13,0.5,0.9,2.5,17.4,0.674,0.639,138.5,14,21.6,18,2.6,14.2,1.3,6.4,18.5,-4.3,1.8,131.5,92.7,38.8,407.2,25.4
"Allen Crabbe",31,21,"Cal",1.9,0.348,3.4,4.2,0.813,2.5,2.1,1,5.1,6.1,2.6,1.1,0.7,7.2,15.7,0.459,6.2,0.348,3.8,4.6,0.813,2.8,2.3,1.1,5.6,6.7,2.9,1.2,0.8,20.3,0.568,0.528,162,3.3,14.8,9.4,16.2,13.5,1.9,1.9,26.6,-2.1,1.3,110.8,96.3,14.5,391.6,21.3
"Andre Roberson",26,21,"CU",0.6,0.328,1.7,3.2,0.551,2.4,2.5,3,8.2,11.2,1.4,2.2,1.3,5.1,10.6,0.48,2.2,0.328,2.1,3.8,0.551,2.9,3,3.6,9.8,13.4,1.7,2.6,1.6,13,0.524,0.515,135.9,10.6,27.2,19.2,9.4,18.7,3.9,4.4,19.9,-4.4,1.2,102.4,84.2,18.2,416.8,21
"Anthony Bennett",1,20,"UNLV",1,0.375,3.5,5.1,0.701,1.9,2.3,2.5,5.7,8.1,1,0.7,1.2,8.5,16,0.533,4,0.375,5.2,7.5,0.701,2.7,3.4,3.6,8.4,12,1.4,1,1.8,23.7,0.609,0.58,160.9,10.3,21.8,16.3,8.8,12.3,1.5,4.6,27.5,-4.3,1.5,117.6,88.5,29.1,444.6,26.7
"Archie Goodwin",29,18,"UK",0.5,0.266,4.1,6.4,0.637,3.1,2.9,1.5,3.2,4.6,2.7,1.1,0.5,6,13.6,0.44,2.4,0.266,5.1,8.1,0.637,3.9,3.7,1.8,4,5.8,3.4,1.4,0.6,17.8,0.509,0.464,134.2,5.6,10.4,8.2,16.8,18.1,2.1,1.4,27.2,-4,1.3,100.1,97.8,2.3,234.8,16.2
"Arsalan Kazemi",54,23,"UO",0,0,2.9,4.3,0.675,1.5,1.9,2.8,7.2,10,1.4,2,0.7,4.4,7.5,0.595,0,0,4,5.9,0.675,2,2.6,3.9,9.9,13.8,1.9,2.8,0.9,12.9,0.627,0.595,127,11.5,29.1,20.4,9.2,16.6,4.1,2.4,15.3,-1.9,1.7,123.2,81.9,41.2,472.9,23.2
"Ben McLemore",7,20,"KU",2,0.42,3.2,3.7,0.87,2.1,1.9,1.3,3.9,5.2,2,1,0.7,6.7,13.4,0.495,5.8,0.42,4,4.6,0.87,2.6,2.3,1.6,4.9,6.5,2.5,1.2,0.8,19.8,0.633,0.586,178.4,5,12.4,9.1,12.6,14.2,1.8,2.3,23.3,-2.3,1.5,121.4,92.3,29.1,416.5,21.9
"C.J. McCollum",10,21,"LU",2.8,0.516,5.2,6.1,0.849,2.7,1.8,1,4,5,2.9,1.4,0.3,10.3,20.8,0.495,6.9,0.516,6.6,7.8,0.849,3.4,2.3,1.3,5.1,6.4,3.8,1.8,0.4,30.8,0.628,0.58,186,4.1,13.8,9.4,23.4,12.3,2.6,1.1,35.6,-2.2,1.5,121.8,99.7,22.1,175.6,31.4
"Carrick Felix",33,22,"ASU",1.5,0.374,2.3,3.5,0.664,2,3,2.1,6,8.1,1.6,1.4,1.1,6.1,12.2,0.5,4.5,0.374,2.6,4,0.664,2.3,3.4,2.4,6.8,9.2,1.8,1.6,1.3,16.6,0.586,0.569,153.8,7.1,18.5,13.1,9.6,13.8,2.4,3.2,21.3,-2.5,1.4,112.8,95.1,17.7,437.5,20.5
"Cody Zeller",4,20,"IU",0,0,5.4,7.2,0.757,2.2,2.2,2.8,5.2,8,1.3,1,1.2,7.5,13.3,0.562,0.1,0,7.4,9.7,0.757,3,3,3.8,7.1,10.9,1.8,1.4,1.7,22.4,0.623,0.562,131.9,12.3,18.7,15.8,9.4,14.5,2.1,4.4,26.5,-4.6,1.7,124.3,88.1,36.2,481.4,27.9
"Colton Iverson",53,23,"CSU",0,0,3.7,6.3,0.59,2,2.6,3.3,6.4,9.8,1.3,0.6,0.7,7.1,11.9,0.596,0,0,5.1,8.6,0.59,2.7,3.5,4.5,8.7,13.2,1.8,0.8,1,19.2,0.602,0.596,118.6,13.4,25.5,19.5,9.9,14.3,1.2,2.9,23.8,-3.8,1.6,120.4,94.3,26.1,445.8,25.8
"Deshaun Thomas",58,21,"OSU",1.9,0.344,3.8,4.6,0.834,1.4,1.5,1.7,4.2,5.9,1.3,0.5,0.3,7.9,17.8,0.445,6.4,0.344,4.3,5.2,0.834,1.6,1.6,1.9,4.8,6.7,1.5,0.6,0.3,22.4,0.552,0.507,162.4,5.8,13.9,10,8.6,7.3,0.9,1,29.1,-1.6,1.3,116.8,96.4,20.5,411.4,23.2
"Erick Green",46,22,"VT",1.9,0.389,6.8,8.3,0.816,2.2,1.4,0.5,3.5,4,3.8,1.3,0.2,8.9,18.8,0.475,5.4,0.389,7.4,9.1,0.816,2.4,1.5,0.5,3.8,4.3,4.1,1.4,0.2,27.3,0.592,0.53,168,1.4,10.6,6,26.8,9.3,2.1,0.6,32.2,1,1.5,123.6,109,14.7,465.4,29.6
"Erik Murphy",49,22,"UF",2,0.453,1.1,1.4,0.784,1.4,2.8,1.6,3.9,5.5,1.4,0.6,0.7,6.9,13.4,0.516,6.7,0.453,1.7,2.1,0.784,2.1,4.2,2.4,5.9,8.4,2.1,1,1.1,18.5,0.643,0.629,175.3,7.7,17.4,12.7,11.1,13,1.5,3.1,22.4,-2,1.4,124.8,85.8,39.1,342.6,23.1
"Gorgui Dieng",21,23,"U of L",0,0,2.2,3.4,0.652,1.8,2.6,3.4,6,9.4,2,1.3,2.5,4.9,9.1,0.534,0,0,2.8,4.4,0.652,2.3,3.3,4.4,7.7,12.1,2.6,1.7,3.2,12.6,0.562,0.534,118.6,12.9,22.3,17.6,12.6,17,2.6,9.4,17.1,-1.5,1.4,115.7,81.5,34.2,457.8,22.4
"Grant Jerrett",40,19,"U of A",0.9,0.405,0.5,0.6,0.818,0.6,1.3,1.1,2.5,3.6,0.5,0.5,1,4.2,10.2,0.409,5.2,0.405,1.2,1.5,0.818,1.3,2.9,2.4,5.6,8.1,1.2,1.1,2.2,11.6,0.535,0.513,163.2,7.7,16.4,12.2,5.7,10.4,1.6,5.8,15.6,-1.1,1.1,115.9,93.2,22.7,179,15.8
"Isaiah Canaan",34,22,"MSU",3,0.37,4.9,6,0.822,3.2,1.9,0.6,2.9,3.5,4.3,1.5,0.1,7.6,17.6,0.431,9,0.37,5.4,6.5,0.822,3.5,2.1,0.7,3.2,3.9,4.7,1.7,0.1,23.9,0.576,0.525,162.3,2,9.2,5.7,27.6,14.3,2.5,0.4,30.9,-0.8,1.4,116.1,100,16.2,376.6,23.9
"Jamaal Franklin",41,21,"SDSU",1.3,0.28,5.5,6.9,0.786,3.4,2.6,1.7,7.8,9.5,3.3,1.6,0.8,6.2,15,0.413,5.5,0.28,6.6,8.4,0.786,4.1,3.1,2.1,9.4,11.4,4,1.9,1,20.5,0.541,0.465,147.9,6,26.2,16.3,21.9,17.8,2.9,2.5,29.6,-3.6,1.4,106,85.4,20.6,448.9,24.1
"James Ennis",50,22,"LBSU",1.7,0.357,3.8,4.6,0.834,3,2.3,2,4.7,6.7,2.1,1.8,1.3,6.7,13.6,0.491,5.6,0.357,4.6,5.5,0.834,3.6,2.7,2.4,5.7,8.1,2.6,2.1,1.6,19.9,0.616,0.565,168.2,6.9,15.7,11.4,14.4,18.3,3.1,4.2,24.9,-4.7,1.5,114.2,99.5,14.6,426.6,23.8
"Jeff Withey",39,23,"KU",0,1,3.7,5.2,0.714,2,2.1,2.1,6.4,8.5,0.9,0.8,3.9,6.5,11.1,0.582,0,1,4.8,6.7,0.714,2.6,2.7,2.8,8.2,11,1.2,1,5.1,17.7,0.621,0.583,229.5,8.8,21,15.5,6.2,15.1,1.4,13.7,21.5,-4.2,1.6,117.8,83,34.8,551,25.4
"Kelly Olynyk",13,22,"GU",0.3,0.3,4.1,5.3,0.776,2.4,2.2,2.4,4.9,7.3,1.7,0.7,1.1,10.2,16.2,0.629,1.4,0.3,6.2,8,0.776,3.6,3.4,3.6,7.5,11.1,2.6,1,1.7,27,0.675,0.642,170.5,12,20.8,16.7,15.8,15.4,1.6,5.1,31.3,-4.9,1.7,127.1,90.2,36.9,446.2,34.3
"Kentavious Caldwell-Pope",8,20,"UGA",2.6,0.373,4.2,5.3,0.799,2,2.2,1.2,5.9,7.1,1.8,2,0.5,6.8,15.8,0.433,8.3,0.373,5,6.2,0.799,2.4,2.6,1.4,6.9,8.3,2.1,2.4,0.6,21.7,0.579,0.53,160.5,4.3,19.7,12.4,16.7,11.1,3.8,1.9,29.2,-2.5,1.4,115.7,89.9,25.8,424.9,26.4
"Lorenzo Brown",52,22,"NCST",0.6,0.263,3.3,4.2,0.771,3.5,2,0.7,3.7,4.3,7.2,2,0.6,5,11.8,0.419,2.7,0.263,3.8,5,0.771,4,2.3,0.8,4.3,5.1,8.5,2.3,0.7,14.5,0.509,0.449,145.4,2.4,11.3,7.2,37.1,22.2,3.4,1.6,22.8,3.9,1.2,105.7,99,6.7,394.2,18.9
"Mason Plumlee",22,23,"DUKE",0,0,4.8,7.1,0.681,2.9,2.6,2.7,7.2,10,1.9,1,1.5,7.1,11.8,0.599,0,0,5.5,8.1,0.681,3.3,2.9,3.1,8.4,11.5,2.2,1.2,1.7,19.7,0.628,0.599,128,9.7,23.4,16.9,11.5,17.4,1.7,4.1,24.5,-4.4,1.7,117.2,90.8,26.4,546.8,24.9
"Michael Carter-Williams",11,21,"SU",0.9,0.294,3.2,4.7,0.694,3.4,2.3,1.3,3.6,4.9,7.3,2.8,0.5,4.4,11.2,0.393,3.4,0.294,3.7,5.3,0.694,3.9,2.6,1.4,4.1,5.5,8.3,3.2,0.5,13.5,0.491,0.438,138.1,4,11.1,7.6,40.1,22.1,4.8,1.7,22.2,4.1,1.2,104.8,86.8,18,505.8,19.9
"Mike Muscala",44,21,"BU",0.1,0.25,5.3,6.7,0.789,1.7,2.2,2.9,8.2,11.1,2.3,0.5,2.3,8.4,16.5,0.509,0.6,0.25,6.6,8.4,0.789,2.2,2.7,3.6,10.4,14,2.9,0.6,2.9,23.6,0.575,0.513,154.8,11.8,28.9,21,18.5,9.5,1,7.7,31.6,-0.6,1.4,121,83.6,37.4,604.4,33.8
"Nate Wolters",38,22,"SDSU",1.9,0.379,5.7,7,0.813,2.3,1.5,1.1,4.5,5.6,5.8,1.7,0.1,7.7,15.9,0.485,5.4,0.379,6,7.3,0.813,2.5,1.6,1.1,4.7,5.9,6.1,1.8,0.1,23.4,0.604,0.549,167.7,3.7,14.3,9.1,34.6,11.2,2.8,0.4,29.8,4.3,1.5,126.9,99.2,27.7,573,30.3
"Nerlens Noel",6,19,"UK",0,0,2.3,4.3,0.529,1.9,2.6,2.7,6.8,9.5,1.6,2.1,4.4,5.1,8.7,0.59,0,0,2.9,5.4,0.529,2.3,3.2,3.4,8.5,11.9,2,2.6,5.5,13.1,0.583,0.59,111.9,10.4,21.5,16.5,9.1,17.3,3.8,12.7,17.1,-2.5,1.5,113.1,78.5,34.7,392,24.7
"Otto Porter",3,20,"GU",1.4,0.422,3.9,5.1,0.777,1.5,2,1.8,5.7,7.5,2.7,1.8,0.9,6.1,12.8,0.479,3.7,0.422,4.4,5.7,0.777,1.7,2.2,2,6.5,8.5,3.1,2.1,1,18.3,0.589,0.54,167.7,6.6,18.9,13.1,18.6,9.9,3.3,3,24.2,0.9,1.4,122.3,84,38.3,458.1,25.9
"Peyton Siva",56,22,"U of L",0.9,0.288,2.1,2.5,0.867,2.6,2.6,0.3,2,2.4,5.7,2.2,0.1,4.5,11,0.404,4.2,0.288,2.7,3.1,0.867,3.4,3.3,0.4,2.6,3,7.3,2.9,0.2,12.9,0.513,0.459,155.9,1.1,7.6,4.4,34.3,21.3,4.3,0.6,20,3.7,1.2,106.6,88,18.7,346.2,16.6
"Pierre Jackson",42,21,"BU",2.4,0.359,5.3,6.7,0.8,3.4,2.2,0.7,3.1,3.8,7.1,1.5,0,6.9,16.2,0.427,7.8,0.359,6.1,7.7,0.8,3.9,2.6,0.8,3.5,4.3,8.1,1.7,0,22.7,0.574,0.514,158.6,2.2,9.6,6,41.5,16.4,2.5,0,29.7,3.7,1.4,117.3,99.8,17.5,496.8,24.8
"Ray McCallum",36,22,"UDM",1.3,0.323,4.5,6.2,0.717,2.1,2,1.3,3.8,5.1,4.5,1.9,0.6,7.1,14.4,0.491,4.3,0.323,4.9,6.8,0.717,2.3,2.2,1.4,4.1,5.5,4.9,2.1,0.7,20.4,0.578,0.539,153.1,4,13.1,8.3,23.8,11.3,3,1.8,24.4,2.3,1.4,121.5,100.5,21,479.1,24.3
"Reggie Bullock",25,22,"UNC",2.5,0.436,1.6,2.1,0.767,1.2,1.4,2,4.4,6.5,2.9,1.3,0.3,6.3,12.9,0.483,7.3,0.436,2,2.7,0.767,1.6,1.8,2.6,5.6,8.2,3.7,1.6,0.4,17.7,0.625,0.607,168.6,6.6,15.5,10.9,16.6,9.9,2.2,0.9,18.5,2,1.4,130.4,96.5,33.9,467.9,22.4
"Romero Osby",51,23,"OU",0.3,0.529,4.8,6.1,0.794,1.3,2.4,2.1,5,7,1.2,0.7,0.8,7.6,14.5,0.526,0.7,0.529,6.8,8.5,0.794,1.8,3.4,2.9,7,9.9,1.8,0.9,1.2,22.5,0.604,0.539,184.9,8.2,19.5,13.9,10.2,9,1.4,3.2,26,-1.7,1.5,126,96.3,29.8,382.2,27.4
"Ryan Kelly",48,22,"DUKE",1.5,0.422,3,3.7,0.812,1,2.4,1.6,3.7,5.3,1.7,0.7,1.6,5.8,12.8,0.453,5,0.422,4.2,5.1,0.812,1.4,3.3,2.2,5.1,7.3,2.3,1,2.2,17.8,0.586,0.535,168.6,7,13.7,10.6,11.1,8.4,1.4,5.2,21.6,0.3,1.4,124.2,91.5,32.7,245.4,22.1
"Shabazz Muhammad",14,20,"UCLA",1.2,0.377,4,5.6,0.711,1.6,1.7,2.7,2.5,5.2,0.8,0.7,0.1,8.2,18.5,0.443,4.3,0.377,5.2,7.3,0.711,2.1,2.1,3.5,3.2,6.8,1.1,0.9,0.2,23.2,0.528,0.487,153.1,9.9,8.7,9.3,5.8,8.6,1.3,0.4,30.1,-3.2,1.3,109.9,104.1,5.8,286,20.9
"Shane Larkin",18,20,"UM",1.9,0.406,2.4,3.1,0.777,2.3,1.6,0.5,3.4,3.8,4.6,2,0.1,5.6,11.6,0.479,5.2,0.406,2.7,3.4,0.777,2.5,1.8,0.5,3.7,4.2,5,2.2,0.1,15.9,0.6,0.569,166.2,1.6,10.4,6.2,26,15.9,3.4,0.3,21.3,2.2,1.4,119.3,94.4,24.8,428.8,21.4
"Solomon Hill",23,22,"U of A",1.6,0.39,2.7,3.5,0.766,2.2,2.2,1.7,3.6,5.3,2.7,1.1,0.6,5.5,11.9,0.458,5.1,0.39,3.3,4.3,0.766,2.7,2.6,2.1,4.4,6.5,3.3,1.4,0.7,16.2,0.579,0.541,161.5,6.6,12.8,9.8,16.8,16,2.1,1.8,21.4,-1.2,1.4,116.3,95.9,20.3,358.2,19
"Steven Adams",12,19,"PITT",0,0,1,2.2,0.443,1.1,1.6,2.8,3.5,6.3,0.6,0.7,2,5.3,9.3,0.571,0,0,1.7,3.7,0.443,1.9,2.8,4.8,6,10.8,1.1,1.1,3.5,12.3,0.555,0.571,101.4,15.2,19.2,17.2,5.4,14.4,1.9,11.2,17.6,-3.2,1.3,113,86.3,26.7,293.2,21.5
"Tim Hardaway Jr.",24,21,"UM",1.9,0.374,2,2.9,0.694,1.9,1.9,0.2,4.4,4.7,2.4,0.7,0.4,6.1,13.9,0.437,5.9,0.374,2.3,3.4,0.694,2.1,2.2,0.3,5.1,5.3,2.8,0.8,0.5,16.7,0.538,0.516,150.5,0.8,14.8,8,13,12.2,1.2,1.4,23.7,-0.7,1.2,108.7,98.9,9.8,328.9,17.1
"Tony Mitchell",37,21,"UNT",0.9,0.3,3.3,4.9,0.675,2.4,2.9,2.4,6.1,8.5,0.8,1,2.7,5.4,12.3,0.44,3.9,0.3,4.1,6.1,0.675,3,3.6,3,7.5,10.5,1,1.2,3.4,16,0.53,0.487,141.5,8.5,20.6,14.6,5.7,16.6,1.8,8.5,22.7,-5.7,1.3,102.6,94.1,8.4,362.4,19.7
"Tony Snell",20,21,"UNM",1.8,0.39,2.5,2.9,0.843,2.1,1.3,0.4,2.2,2.6,2.9,0.8,0.5,5.3,12.5,0.422,6,0.39,3.1,3.7,0.843,2.6,1.7,0.5,2.9,3.4,3.7,1.1,0.6,16,0.562,0.516,165.6,1.6,8.1,5,22.4,15.6,1.6,1.9,22.7,-0.4,1.3,106.9,97.3,9.7,268.5,16.2
"Trey Burke",9,20,"UM",1.9,0.384,3.4,4.3,0.801,2.2,1.9,0.5,2.6,3.2,6.7,1.6,0.5,7.6,16.3,0.463,5.8,0.384,3.9,4.8,0.801,2.5,2.1,0.6,3,3.6,7.6,1.8,0.6,21.2,0.569,0.53,164.8,1.9,8.8,5.4,37.5,11.9,2.8,1.6,28.4,6.6,1.3,123.4,98.1,25.3,562.5,27.2
"Victor Oladipo",2,21,"IU",0.8,0.441,2.7,3.6,0.746,2.3,2.5,2.6,3.7,6.3,2.1,2.2,0.8,7.1,11.9,0.599,2.7,0.441,3.8,5.1,0.746,3.2,3.5,3.6,5.2,8.9,2.9,3.1,1.1,19.2,0.671,0.648,178.6,11.8,13.9,12.9,15.2,18.3,4.5,2.8,22.2,-3.2,1.6,126,85.9,40.1,461.2,27
"Alessandro Gentile",53,21,"",1,0.354,2.3,3.1,0.725,2.1,2.5,0.7,2.6,3.3,2.6,0.8,0.2,7,14.8,0.476,4.5,0.354,3.7,5.1,0.725,3.4,4.1,1.1,4.3,5.4,4.2,1.3,0.2,19.4,0.571,0.529,155.4,3.8,13.4,8.7,20.2,16.7,1.9,0.7,25.3,-1.6,1.3,109.7,104.5,5.1,451.4,16.8
"Bogdan Bogdanovic",27,21,"",2.1,0.337,2.6,3.3,0.79,2.5,2.4,0.6,3.1,3.7,3.7,1.3,0.3,6.7,16.9,0.396,8.3,0.337,3.5,4.4,0.79,3.3,3.2,0.8,4.1,4.9,5,1.7,0.4,19.8,0.524,0.479,152.3,2.8,12.8,8,24.1,15,2.5,1.1,27.3,-0.1,1.2,107.2,105,2.2,568.6,16.4
"Bruno Caboclo",20,18,"",0.5,0.379,1.1,1.5,0.75,1,1,0.7,2.1,2.8,0.2,0.3,0.7,5.2,10.2,0.507,4.3,0.379,3.6,4.7,0.75,3.3,3.3,2.1,6.7,8.7,0.7,1,2.2,15.6,0.632,0.587,163.7,7.4,20.4,14.4,3.2,20.9,1.4,5.6,18.6,-6.8,1.5,107.1,106.2,0.8,83,14.8
"Clint Capela",25,20,"",0,0,1.3,2.3,0.56,1.5,2.3,2.3,4.5,6.8,1,0.7,1.4,7.9,12.1,0.654,0,0,2.4,4.3,0.56,2.8,4.3,4.3,8.4,12.7,1.9,1.3,2.6,18.3,0.651,0.654,121.4,14.1,26.8,20.5,8.8,16.7,1.9,7,19.9,-4,1.5,120.2,102.4,17.8,440.8,22.8
"Damien Inglis",31,19,"ROA",0.4,0.387,0.8,1.1,0.724,1.2,1.2,0.7,2.9,3.6,1,0.6,0.1,4.4,8.8,0.495,3,0.387,2,2.8,0.724,3.1,3.1,1.7,7.6,9.3,2.6,1.6,0.4,11.9,0.593,0.56,160.6,5.8,23.9,15.1,12.5,23.6,2.3,1.1,17.3,-3.5,1.4,101.4,104.2,-2.8,119.4,14.3
"Dario Saric",12,20,"",1,0.318,3.8,5.2,0.716,3.4,2.9,2.3,7.1,9.4,3.3,1.1,1,7.5,15.1,0.498,3.8,0.318,4.6,6.5,0.716,4.2,3.6,2.9,8.8,11.6,4.1,1.3,1.2,20.8,0.582,0.538,153.2,9.8,25.1,18.1,20.1,19,1.8,3,27.2,-3.8,1.4,107.9,99.3,8.6,791.9,20
"Edy Tavares",43,22,"",0,0,1.2,1.7,0.75,0.8,2.7,2.3,4.6,6.9,0.3,0.5,1.6,4.7,8,0.587,0.1,0,2.3,3.1,0.75,1.5,5,4.3,8.6,12.9,0.5,1,3,11.8,0.626,0.587,133.7,14,25.5,20,2.4,13.4,1.4,7.6,13.6,-2.9,1.5,124.8,96,28.8,305.8,18.4
"Jusuf Nurkic",16,19,"",0,0.2,3.4,5.1,0.676,1.9,3.3,2.1,2.8,5,0.8,0.9,1,9.1,16.4,0.552,0.4,0.2,8.5,12.5,0.676,4.6,8.1,5.2,7,12.2,1.9,2.2,2.5,26.7,0.61,0.554,142.7,16.6,22.4,19.5,9.8,17.4,3.1,7.9,32,-8.8,1.6,112.1,92.1,20,427.2,26.6
"Louis Labeyrie",57,22,"",0.5,0.519,0.7,1,0.719,0.4,1.5,1.4,2,3.4,0.2,0.4,0.5,6.4,10.4,0.618,2.8,0.519,2.3,3.3,0.719,1.3,4.8,4.3,6.4,10.7,0.7,1.3,1.7,16.7,0.702,0.686,185.5,13.6,21.2,17.3,3.6,10.1,1.9,5.1,16.4,-2.3,1.6,135.4,103.5,31.9,164.2,21.8
"Nemanja Dangubic",54,21,"",0.9,0.289,1.8,2.7,0.658,1.9,3.1,0.7,2.8,3.6,2,0.7,0.2,5.8,12.6,0.46,4.5,0.289,2.7,4.1,0.658,2.9,4.8,1.1,4.3,5.4,3,1,0.3,15.8,0.547,0.512,140.7,3.5,12.7,8.3,12.5,16.7,1.4,0.9,19.8,-2.3,1.3,103.4,113,-9.6,219.1,10.9
"Nikola Jokic",41,19,"",0.9,0.315,1.1,1.6,0.656,1.5,3.2,2.1,4.2,6.3,2.5,0.8,0.8,7.5,14.1,0.532,4.6,0.315,1.7,2.7,0.656,2.5,5.1,3.4,6.7,10.1,4,1.4,1.3,18.2,0.596,0.584,150.4,10.8,19.8,15.5,18.1,14,1.9,3.4,20.2,0.4,1.3,119.1,108.5,10.5,403,19.4
"Vasilje Micic",52,20,"",0.9,0.309,2.3,3.1,0.735,3.6,3.1,0.7,2.3,3,5.5,1.6,0,5.8,12.4,0.467,3.9,0.309,3,4.1,0.735,4.8,4.2,0.9,3.1,4,7.4,2.1,0,16,0.563,0.516,151.2,3,9.1,6.1,31.5,25.2,2.9,0,21.7,0.4,1.3,102.7,112.4,-9.8,272.8,13.3
"Aaron Gordon",4,18,"U of A",0.4,0.356,2,4.7,0.422,1.4,2.4,2.7,5.3,7.9,2,0.9,1,6.4,12.8,0.496,1.5,0.356,2.6,6.1,0.422,1.9,3,3.4,6.8,10.2,2.5,1.1,1.3,15.8,0.504,0.517,127.4,10.3,19.3,14.9,13,10.5,1.8,3.4,23.1,-0.4,1.2,109,87.7,21.3,416.5,19.4
"Adreian Payne",15,23,"MSU",1.4,0.419,3.5,4.5,0.79,2,2.6,1.5,5.7,7.3,1.3,0.5,0.9,8.2,16.3,0.501,4.8,0.419,5,6.3,0.79,2.9,3.7,2.2,8.1,10.3,1.9,0.7,1.3,23.4,0.605,0.563,171,6.9,22.5,15.1,9.8,13,1,3.8,28.7,-4.1,1.4,116.9,96.4,20.5,352.8,23.6
"Alec Brown",50,21,"UWGB",1.4,0.42,3,4.1,0.73,2.2,2.2,2.1,3.6,5.7,1,0.5,3.1,7.3,15.2,0.477,4.4,0.42,3.9,5.4,0.73,2.9,2.9,2.8,4.8,7.5,1.3,0.7,4.1,20.3,0.571,0.538,162.6,8.6,12.7,10.8,7,13.9,1,10.8,26.2,-4.9,1.3,110.7,93.8,16.9,340.2,21.3
"Andrew Wiggins",1,19,"KU",1.2,0.341,5,6.5,0.775,2.3,2.7,2.2,3.7,5.9,1.5,1.2,1,6.6,14.7,0.448,4.4,0.341,6.1,7.9,0.775,2.8,3.3,2.6,4.5,7.1,1.9,1.4,1.2,20.8,0.563,0.499,156.4,8.4,12.2,10.5,9.2,13.1,2.1,3.1,26.3,-3.7,1.4,116,101.6,14.4,370.1,20.2
"C.J. Wilcox",28,23,"UW",2.8,0.391,3.2,3.7,0.873,1.7,2.3,0.7,3,3.7,2.5,1,1,7.1,15.6,0.453,8.2,0.391,3.7,4.2,0.873,1.9,2.7,0.8,3.5,4.3,2.9,1.1,1.1,21,0.598,0.556,171.7,2.3,10.5,6.4,15.4,9.9,1.7,2.8,24.6,0,1.3,122.1,108.5,13.5,364.8,20.8
"Cameron Bairstow",49,23,"UNM",0,0.333,6.4,8.8,0.735,2,2.1,2.2,5.1,7.4,1.6,0.6,1.5,8.5,15.2,0.556,0.1,0.333,7.8,10.7,0.735,2.4,2.6,2.7,6.3,9,1.9,0.7,1.8,24.8,0.611,0.558,162.5,8.4,16.6,12.8,11.8,10.7,1,4.9,29.9,-3,1.6,122.8,98.4,24.5,489,27.2
"Cleanthony Early",34,23,"WSU",1.8,0.373,4.2,5,0.844,1.9,2.3,1.3,4.6,5.9,0.8,0.8,0.8,7.6,15.6,0.484,7.2,0.373,6.1,7.3,0.844,2.8,3.4,1.9,6.7,8.6,1.1,1.2,1.1,24,0.627,0.57,170.1,5.9,18.5,12.5,6.4,12.9,1.8,3.3,28.8,-5.5,1.5,121.2,90.7,30.5,378.6,25.1
